,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,gender
297,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,female
298,1,1,male,,0,0,30.5,S,First,man,True,C,Southampton,yes,True,male
299,1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,female
300,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,female
301,1,3,male,,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False,male
302,0,3,male,19.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,male
303,1,2,female,,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,female
304,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
305,1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,male
306,1,1,female,,0,0,110.8833,C,First,woman,False,,Cherbourg,yes,True,female
307,1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,female
308,0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False,male
309,1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,female
310,1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,female
311,1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,female
312,0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,female
313,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,male
314,0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,male
315,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,female
316,1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,female
317,0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True,male
318,1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,female
319,1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,female
320,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,male
321,0,3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,male
322,1,2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True,female
323,1,2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False,female
324,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,male
325,1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,female
326,0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,male
327,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,female
328,1,3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False,female
329,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,female
330,1,3,female,,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False,female
331,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,male
332,0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,male
333,0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,male
334,1,1,female,,1,0,133.65,S,First,woman,False,,Southampton,yes,False,female
335,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,male
336,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,male
337,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,female
338,1,3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,male
339,0,1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True,male
340,1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,male
341,1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,female
342,0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,male
343,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,male
344,0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,male
345,1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,female
346,1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,female
347,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,female
348,1,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,male
349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,male
350,0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,male
351,0,1,male,,0,0,35.0,S,First,man,True,C,Southampton,no,True,male
352,0,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,male
353,0,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,male
354,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,male
355,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,male
356,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,female
357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,female
358,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,female
359,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,female
360,0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,male
361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,male
362,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,female
363,0,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,male
364,0,3,male,,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,male
365,0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,male
366,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,female
367,1,3,female,,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,female
368,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,female
369,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,female
370,1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,male
371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,male
372,0,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
373,0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,male
374,0,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,female
375,1,1,female,,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,female
376,1,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,female
377,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,male
378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,male
379,0,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,male
380,1,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,female
381,1,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,female
382,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,male
383,1,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,female
384,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,male
385,0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,male
386,0,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,male
387,1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,female
388,0,3,male,,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,male
389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,female
390,1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,male
391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,male
392,0,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,male
393,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,female
394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,female
395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,male
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,female
397,0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,male
398,0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,male
399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,female
400,1,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,male
401,0,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
402,0,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,female
403,0,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,male
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,female
405,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,male
406,0,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,male
407,1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,male
408,0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,male
409,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,female
410,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,male
411,0,3,male,,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,male
412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,female
413,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,male
414,1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,male
415,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,female
416,1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,female
417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,female
418,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,male
419,0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,female
420,0,3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,male
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,male
422,0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,male
423,0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,female
424,0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,male
425,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,male
426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,female
427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,female
428,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,male
429,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,male
430,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,male
431,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,female
432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,female
433,0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,male
434,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,male
435,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,female
436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,female
437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,female
438,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,male
439,0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,male
440,1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,female
441,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,male
442,0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,male
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,female
444,1,3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,male
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,male
446,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,female
447,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,male
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,female
449,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,male
450,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,male
451,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,male
452,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,male
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,male
454,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,male
456,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,male
457,1,1,female,,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,female
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,female
459,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,male
460,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,male
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
462,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,male
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,male
464,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,male
466,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,male
467,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,male
468,0,3,male,,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,male
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,female
470,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,male
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,male
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,female
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,female
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,female
475,0,1,male,,0,0,52.0,S,First,man,True,A,Southampton,no,True,male
476,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,male
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,male
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,male
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,female
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,male
481,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,male
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,female
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,male
485,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,female
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,female
487,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,male
488,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,male
490,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,male
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,male
492,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,male
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,male
494,0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
495,0,3,male,,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,male
496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,female
497,0,3,male,,0,0,15.1,S,Third,man,True,,Southampton,no,True,male
498,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,female
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,male
500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,male
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,female
502,0,3,female,,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,female
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,female
504,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,female
505,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,male
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,female
507,1,1,male,,0,0,26.55,S,First,man,True,,Southampton,yes,True,male
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,male
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,male
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,male
511,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,male
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,female
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,male
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,male
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,female
517,0,3,male,,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,male
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,female
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,male
520,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,female
521,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,male
522,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,male
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,female
524,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,male
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,male
526,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,female
527,0,1,male,,0,0,221.7792,S,First,man,True,C,Southampton,no,True,male
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,male
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,male
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,female
531,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,male
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,male
533,1,3,female,,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,female
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,female
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,female
536,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,male
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,female
538,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,male
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,female
540,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,female
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,female
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,female
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,male
544,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,male
545,0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,male
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,female
547,1,2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,male
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,male
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,male
550,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,male
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,male
552,0,3,male,,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,male
553,1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,male
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,female
555,0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,male
556,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,female
557,0,1,male,,0,0,227.525,C,First,man,True,,Cherbourg,no,True,male
558,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,female
559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,female
560,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,male
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,male
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,male
563,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
564,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,female
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,male
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,male
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,female
568,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,male
569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,male
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,male
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,female
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,male
573,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,female
574,0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
575,0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,male
576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,female
577,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,female
578,0,3,female,,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,female
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,male
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,female
581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,female
582,0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,male
583,0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,male
584,0,3,male,,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,male
585,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,female
586,0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,male
587,1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,male
588,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
589,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,male
590,0,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,male
591,1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,female
592,0,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,male
